ensemble,γ,d_min,μ,n_target,rep,seed,graph_id,n,m,d̄,d_max,d_min_obs,n_comp,N₁,N₂,n_full,m_full,λ₂_full,λ₃_full,(λ₃−λ₂)_full,φ_periph_full,φ_mod_full,φ*_full,ρ*_full,ρ₂_full,logΔ_full,IPR₂_full,IPR₂^π_full,PR₂_full,frac_giant,n_giant,m_giant,λ₂_giant,λ₃_giant,(λ₃−λ₂)_giant,φ_periph_giant,φ_mod_giant,φ*_giant,ρ*_giant,ρ₂_giant,logΔ_giant,IPR₂_giant,IPR₂^π_giant,PR₂_giant,frac_2core,n_core,m_core,λ₂_core,λ₃_core,(λ₃−λ₂)_core,φ_periph_core,φ_mod_core,φ*_core,ρ*_core,ρ₂_core,logΔ_core,IPR₂_core,IPR₂^π_core,PR₂_core
pl_dmin3,2.5,3,,300000,4,12349,pl_dmin3_g2.5_n300000_d3_r4,300000,902617,6.017446666666666,50,2,1,0,3,300000,902617,0.19973376920005914,0.20227109056797277,0.0025373213679136253,0.38181818181818183,0.3064195911421519,0.3064195911421519,0.4999972302759642,0.22879970131295999,-0.21998915589173096,0.07612198440522588,0.05803695838930431,13.136809396305603,1.0,300000,902617,0.19973376920005959,0.20227109056796144,0.002537321367901857,0.38181818181818183,0.3064195911421519,0.3064195911421519,0.4999972302759642,0.22879970131295999,-0.21998915589173096,0.0761219844052261,0.05803695838930451,13.136809396305566,1.0,300000,902617,0.19973376920005625,0.20227109056796877,0.002537321367912515,0.38181818181818183,0.3064195911421519,0.3064195911421519,0.4999972302759642,0.22879970131295999,-0.21998915589173096,0.07612198440522387,0.05803695838930269,13.136809396305951
pl_dmin2,3.0,2,,300000,2,12347,pl_dmin2_g3.0_n300000_d2_r2,299999,466588,3.110597035323451,50,2,1,0,185772,299999,466588,0.016648721665513566,0.018386399925779617,0.0017376782602660512,0.07142857142857142,0.28932759265155816,0.07142857142857142,3.0005057995490668e-05,0.04384274777748249,1.3988616353624825,0.08402468892575317,0.0817905687107572,11.901263935456294,1.0,299999,466588,0.01664872166551734,0.0183863999257865,0.0017376782602691598,0.07142857142857142,0.28932759265155816,0.07142857142857142,3.0005057995490668e-05,0.04384274777748249,1.3988616353624825,0.08402468892575315,0.08179056871075675,11.901263935456296,1.0,299999,466588,0.016648721665524224,0.018386399925767405,0.0017376782602431806,0.07142857142857142,0.28932759265155816,0.07142857142857142,3.0005057995490668e-05,0.04384274777748249,1.3988616353624825,0.08402468892575315,0.08179056871075706,11.901263935456296
pl_dmin2,3.0,2,,300000,3,12348,pl_dmin2_g3.0_n300000_d2_r3,299998,464662,3.0977673184487897,50,1,1,1,185768,299998,464662,0.019122147955076496,0.019717212026822306,0.00059506407174581,0.07692307692307693,0.2801451443786006,0.07692307692307693,2.7977325453770697e-05,0.053549676969496106,1.2925019201206085,0.09174387645065754,0.08944613251211052,10.899910039639849,1.0,299998,464662,0.01912214795506295,0.019717212026799658,0.0005950640717367062,0.07692307692307693,0.2801451443786006,0.07692307692307693,2.7977325453770697e-05,0.053549676969496106,1.2925019201206085,0.09174387645065787,0.08944613251211085,10.899910039639808,0.9999966666444443,299997,464661,0.019122147958625213,0.019717212028002917,0.0005950640693777043,0.07692307692307693,0.2801451443786006,0.07692307692307693,2.7977385663957164e-05,0.05354979221410878,1.2925019201206085,0.09174387646793465,0.08944613278508984,10.899910037587189
pl_dmin2,3.0,2,,300000,1,12346,pl_dmin2_g3.0_n300000_d2_r1,300000,464941,3.099606666666667,50,1,1,1,185399,300000,464941,0.02110432754381386,0.023249947802388427,0.0021456202585745654,0.08333333333333333,0.27969563476171405,0.08333333333333333,2.5809726395392102e-05,0.05976134606326394,1.2108533640336197,0.0933087749675107,0.09012586076327993,10.717105656442188,1.0,300000,464941,0.02110432754382674,0.023249947802387982,0.0021456202585612427,0.08333333333333333,0.27969563476171405,0.08333333333333333,2.5809726395392102e-05,0.05976134606326394,1.2108533640336197,0.09330877496751053,0.09012586076327997,10.717105656442206,0.9999966666666666,299999,464940,0.021104327546478396,0.023249947806005533,0.0021456202595271368,0.08333333333333333,0.27969563476171405,0.08333333333333333,2.5809781907342882e-05,0.059761474598872974,1.2108533640336197,0.0933087749665958,0.09012586104523121,10.717105656547268
pl_dmin2,3.0,2,,300000,4,12349,pl_dmin2_g3.0_n300000_d2_r4,300000,465698,3.1046533333333333,50,1,1,2,185497,300000,465698,0.02062520126432732,0.020688253656086397,6.305239175907751e-05,0.07142857142857142,0.27827364635189367,0.07142857142857142,3.0062400955125426e-05,0.058891169813913735,1.3599070195747194,0.09378953453633379,0.09098084841094248,10.662170411055861,1.0,300000,465698,0.02062520126431977,0.020688253656069078,6.305239174930755e-05,0.07142857142857142,0.27827364635189367,0.07142857142857142,3.0062400955125426e-05,0.058891169813913735,1.3599070195747194,0.09378953453577131,0.09098084841040065,10.662170411119806,0.9999933333333333,299998,465696,0.020625201271097238,0.020688253660151146,6.305238905390809e-05,0.07142857142857142,0.278268686824391,0.07142857142857142,3.0062530062530064e-05,0.058891422730708444,1.3598891969322817,0.09378953417529148,0.09098084811497269,10.66217045209983
pl_dmin3,3.0,3,,300000,0,12345,pl_dmin3_g3.0_n300000_d3_r0,300000,733036,4.8869066666666665,50,1,1,1,1,300000,733036,0.1639331847038621,0.16597227490957311,0.002039090205711025,0.38461538461538464,0.2518518922723912,0.2518518922723912,0.49999863581051956,0.2784324371517906,-0.42340264830152663,0.04004129082586159,0.031131183055866204,24.974219845932815,1.0,300000,733036,0.1639331847038723,0.16597227490958222,0.0020390902057099147,0.38461538461538464,0.2518518922723912,0.2518518922723912,0.49999863581051956,0.2784324371517906,-0.42340264830152663,0.04004129082586221,0.031131183055866696,24.974219845932424,0.9999966666666666,299999,733035,0.16393318660539813,0.16597227534126002,0.0020390887358618937,0.38461538461538464,0.25184031169341414,0.25184031169341414,0.4999952253303048,0.2784328169869106,-0.42344863106198194,0.04004129450912923,0.03113118996828496,24.974217548636062
pl_dmin3,3.0,3,,300000,1,12346,pl_dmin3_g3.0_n300000_d3_r1,300000,732613,4.884086666666667,50,2,1,0,3,300000,732613,0.1627989682506472,0.16777787819472123,0.004978909944074017,0.37037037037037035,0.25340598711178025,0.25340598711178025,0.4999959050685696,0.271212086053619,-0.379510611245619,0.05569011035283993,0.0443327570213149,17.956509578886205,1.0,300000,732613,0.162798968250645,0.16777787819470635,0.0049789099440613604,0.37037037037037035,0.25340598711178025,0.25340598711178025,0.4999959050685696,0.271212086053619,-0.379510611245619,0.05569011035284001,0.04433275702131501,17.95650957888618,1.0,300000,732613,0.16279896825063767,0.1677778781947088,0.00497890994407113,0.37037037037037035,0.25340598711178025,0.25340598711178025,0.4999959050685696,0.271212086053619,-0.379510611245619,0.05569011035283957,0.04433275702131458,17.95650957888632
pl_dmin3,3.0,3,,300000,2,12347,pl_dmin3_g3.0_n300000_d3_r2,300000,734650,4.897666666666667,50,2,1,0,2,300000,734650,0.1656748559189496,0.172450591689582,0.006775735770632396,0.40425531914893614,0.25276969001523175,0.25276969001523175,0.4999993194037977,0.2786891717144218,-0.4695678984456939,0.039750321748686084,0.030200517360231334,25.157029075696833,1.0,300000,734650,0.16567485591894604,0.1724505916895842,0.006775735770638169,0.40425531914893614,0.25276969001523175,0.25276969001523175,0.4999993194037977,0.2786891717144218,-0.4695678984456939,0.039750321748685924,0.030200517360231192,25.157029075696933,1.0,300000,734650,0.1656748559189518,0.17245059168959043,0.006775735770638613,0.40425531914893614,0.25276969001523175,0.25276969001523175,0.4999993194037977,0.2786891717144218,-0.4695678984456939,0.03975032174868603,0.03020051736023127,25.15702907569687
pl_dmin3,3.0,3,,300000,3,12348,pl_dmin3_g3.0_n300000_d3_r3,300000,732260,4.881733333333333,50,1,1,2,3,300000,732260,0.16580197746092118,0.16784061960680918,0.0020386421458880033,0.375,0.25046500258107157,0.25046500258107157,0.4999959030945293,0.2872490645399175,-0.4036068254610814,0.052010519959567944,0.039943760969814536,19.226879500096945,1.0,300000,732260,0.16580197746092007,0.16784061960678653,0.002038642145866465,0.375,0.25046500258107157,0.25046500258107157,0.4999959030945293,0.2872490645399175,-0.4036068254610814,0.0520105199595683,0.03994376096981482,19.226879500096818,0.9999933333333333,299998,732258,0.16580198130659052,0.16784063414349815,0.0020386528369076284,0.375,0.2504537378576472,0.2504537378576472,0.49999522026389603,0.2872532631941201,-0.40365180171178605,0.052010559538393626,0.03994379902997857,19.226864868889
pl_dmin3,3.0,3,,300000,4,12349,pl_dmin3_g3.0_n300000_d3_r4,300000,733624,4.890826666666666,50,2,1,0,2,300000,733624,0.16814280892375688,0.17033967444747944,0.0021968655237225576,0.40425531914893614,0.2493750017039212,0.2493750017039212,0.4999850059430989,0.2949535456855283,-0.48308886196162426,0.04094866796386634,0.030878277034959857,24.42081878908524,1.0,300000,733624,0.16814280892376,0.17033967444748255,0.0021968655237225576,0.40425531914893614,0.2493750017039212,0.2493750017039212,0.4999850059430989,0.2949535456855283,-0.48308886196162426,0.04094866796386438,0.03087827703495842,24.42081878908641,1.0,300000,733624,0.1681428089237469,0.17033967444745834,0.0021968655237114554,0.40425531914893614,0.2493750017039212,0.2493750017039212,0.4999850059430989,0.2949535456855283,-0.48308886196162426,0.04094866796385966,0.030878277034954715,24.420818789089225
