ensemble,gamma,d_min,mu,n,log_Delta,rho_star,ipr2_giant,ipr_excess,frac_2core,regime
pl_dmin1,2.1,1.0,,100.0,-0.9656257202890953,0.23742567052984223,0.1236846690141327,12.36846690141327,0.2462747474747475,local-mixed
pl_dmin1,2.1,1.0,,200.0,-0.17698122763208043,0.1360024103536341,0.13854782298742346,27.709564597484693,0.2545608040201005,local-mixed
pl_dmin1,2.1,1.0,,500.0,0.6743983139784738,0.02986644798654705,0.15205342321425167,76.02671160712583,0.2593113426853707,peripheral
pl_dmin1,2.1,1.0,,1000.0,1.1423523620472005,0.006863981688053228,0.1735181923217729,173.51819232177291,0.25573951951951956,peripheral
pl_dmin1,2.1,1.0,,3000.0,1.4254581866998668,0.0028571298741213074,0.16001109609526648,480.0332882857994,0.2550084161387129,peripheral
pl_dmin1,2.1,1.0,,10000.0,1.6739048681904205,0.000980174521287847,0.1631630995766948,1631.630995766948,0.25691102050205017,peripheral
pl_dmin1,2.5,1.0,,100.0,-2.473866018359183,0.3439366946977755,0.09225454849505332,9.225454849505333,0.09061818181818182,modular
pl_dmin1,2.5,1.0,,200.0,-2.1227984345443827,0.2536232899110508,0.07600957220945745,15.201914441891489,0.10073627734632758,modular
pl_dmin1,2.5,1.0,,500.0,-1.3261781380707742,0.1949051039986225,0.0764743787854843,38.23718939274215,0.09776,local-mixed
pl_dmin1,2.5,1.0,,1000.0,-0.081771935421247,0.1286387232921403,0.07893602191987775,78.93602191987775,0.10596890890890891,local-mixed
pl_dmin1,2.5,1.0,,3000.0,0.6646966441835667,0.03575679288575787,0.08337005949132113,250.1101784739634,0.10416346559964434,peripheral
pl_dmin1,2.5,1.0,,10000.0,1.238174969556256,0.01353830634673304,0.07993487904040965,799.3487904040965,0.10481261526152616,peripheral
pl_dmin1,3.0,1.0,,100.0,-2.656384122185136,0.3365268311189137,0.16954695112670773,16.954695112670773,0.0092,modular
pl_dmin1,3.0,1.0,,200.0,-2.965035118169431,0.3681138938213341,0.10849978280128302,21.699956560256602,0.011207035175879397,modular
pl_dmin1,3.0,1.0,,500.0,-3.542903413494777,0.3629245067125702,0.06865638552917827,34.32819276458913,0.011282244488977957,modular
pl_dmin1,3.0,1.0,,1000.0,-4.028261242071113,0.34467310631769604,0.04163250415977993,41.632504159779934,0.011201281281281282,modular
pl_dmin1,3.0,1.0,,3000.0,-4.504384484300996,0.3129387108267801,0.0243791764279213,73.13752928376391,0.009813613426697787,modular
pl_dmin1,3.0,1.0,,10000.0,-4.07868125448637,0.26621046928866354,0.01386747412418004,138.6747412418004,0.010268134613461346,modular
pl_dmin2,2.1,2.0,,100.0,-0.1746947038960427,0.2980631500892178,0.11855016777959948,11.855016777959948,0.9889858585858586,core-no-periphery
pl_dmin2,2.1,2.0,,200.0,0.000506360124594063,0.22780882763119942,0.13931564932507381,27.863129865014763,0.9953959798994976,core-no-periphery
pl_dmin2,2.1,2.0,,500.0,0.19010330500219552,0.1700909427486647,0.136470783569202,68.235391784601,0.9980395991983967,core-no-periphery
pl_dmin2,2.1,2.0,,1000.0,0.4806313690955834,0.02240065298314467,0.17714964852934367,177.14964852934366,0.9990399399399401,core-no-periphery
pl_dmin2,2.1,2.0,,3000.0,0.6538290464164238,0.0007672884442819028,0.18725232694266405,561.7569808279922,0.999626659997777,core-no-periphery
pl_dmin2,2.1,2.0,,10000.0,0.8611999937551722,0.0002253423593733538,0.18397494671999692,1839.7494671999693,0.99991199879984,core-no-periphery
pl_dmin2,2.1,2.0,,30000.0,1.0110842999431662,8.656919355071985e-05,0.18048922320508862,5414.676696152658,0.9999576664888814,core-no-periphery
pl_dmin2,2.1,2.0,,100000.0,1.1399174072526252,2.863976832554972e-05,0.16617851358750585,16617.851358750584,0.999989999992,core-no-periphery
pl_dmin2,2.5,2.0,,100.0,-0.23518593912168043,0.30089333532102497,0.10456576652746284,10.456576652746284,0.9885878787878788,core-no-periphery
pl_dmin2,2.5,2.0,,200.0,0.060208903921495624,0.22468570483281275,0.10011462725122552,20.022925450245104,0.9935929648241205,core-no-periphery
pl_dmin2,2.5,2.0,,500.0,0.2504891136726467,0.1398566251690504,0.12232963803010097,61.16481901505048,0.9979191172706858,core-no-periphery
pl_dmin2,2.5,2.0,,1000.0,0.45828275385288364,0.033428528243244326,0.12447211045396596,124.47211045396595,0.9987397597597597,core-no-periphery
pl_dmin2,2.5,2.0,,3000.0,0.7054998810979963,0.001397829277734405,0.14186750840716036,425.6025252214811,0.9995866555518508,core-no-periphery
pl_dmin2,2.5,2.0,,10000.0,0.9447068598755791,0.0004655955240684096,0.13585937156032968,1358.5937156032967,0.9998559963996401,core-no-periphery
pl_dmin2,2.5,2.0,,30000.0,1.0904553422948546,0.00015517269099413824,0.13283604636333435,3985.0813909000303,0.9999596666111092,core-no-periphery
pl_dmin2,2.5,2.0,,100000.0,1.2275384476947635,4.9452830283092266e-05,0.12846734875571622,12846.734875571623,0.9999880999829998,core-no-periphery
pl_dmin2,3.0,2.0,,100.0,-0.5431216528707448,0.27790460202275974,0.0715521967227738,7.155219672277379,0.9871797979797979,core-no-periphery
pl_dmin2,3.0,2.0,,200.0,-0.14456645604411242,0.23757993543190764,0.07232679213871701,14.465358427743402,0.9910949748743719,core-no-periphery
pl_dmin2,3.0,2.0,,500.0,0.2181907119095807,0.1479227347038816,0.08202636101855518,41.01318050927759,0.9971588777555112,core-no-periphery
pl_dmin2,3.0,2.0,,1000.0,0.4658182109873323,0.04596229028207564,0.09108798390797401,91.087983907974,0.9985597796995391,core-no-periphery
pl_dmin2,3.0,2.0,,3000.0,0.7217796127730242,0.0024286582738780363,0.09565706614058155,286.97119842174465,0.9996799799903653,core-no-periphery
pl_dmin2,3.0,2.0,,10000.0,0.9116979769432938,0.000785381406073876,0.09347658367716495,934.7658367716496,0.9998659959995999,core-no-periphery
pl_dmin2,3.0,2.0,,30000.0,1.0695027245611661,0.00028225553995987035,0.09406480165375551,2821.9440496126654,0.9999553329666522,core-no-periphery
pl_dmin2,3.0,2.0,,100000.0,1.252468121820044,8.66851280186434e-05,0.09125044963232795,9125.044963232795,0.9999827999559995,core-no-periphery
pl_dmin3,2.1,3.0,,100.0,-0.5003654060791212,0.49081348790855306,0.06909480375243299,6.909480375243299,0.9982000000000001,core-no-periphery
pl_dmin3,2.1,3.0,,200.0,-0.5116408497286317,0.49443124231522056,0.05392566070998053,10.785132141996106,0.9996,core-no-periphery
pl_dmin3,2.1,3.0,,500.0,-0.4475780174474016,0.498437583403149,0.06394979177906693,31.974895889533464,0.9996,core-no-periphery
pl_dmin3,2.1,3.0,,1000.0,-0.42222428774559395,0.4990154825462008,0.0718138438514233,71.8138438514233,0.9998600000000001,core-no-periphery
pl_dmin3,2.1,3.0,,3000.0,-0.389568501111108,0.49970093542267585,0.07937693529786925,238.13080589360777,0.9999666666666667,core-no-periphery
pl_dmin3,2.1,3.0,,10000.0,-0.3209393426066295,0.4998892520443803,0.09952172046036743,995.2172046036743,0.9999860000000002,core-no-periphery
pl_dmin3,2.1,3.0,,30000.0,-0.2750308305819185,0.4949535320569967,0.10152059762425422,3045.617928727627,0.9999963333333334,core-no-periphery
pl_dmin3,2.1,3.0,,100000.0,-0.236823605305928,0.49998606635296283,0.10845495161419859,10845.495161419858,0.9999988000000001,core-no-periphery
pl_dmin3,2.5,3.0,,100.0,-0.5685899339237788,0.4853625420599789,0.05591276457627207,5.591276457627207,0.9970000000000002,core-no-periphery
pl_dmin3,2.5,3.0,,200.0,-0.5450350226765479,0.49462563000718424,0.044464289147057814,8.892857829411563,0.9993,core-no-periphery
pl_dmin3,2.5,3.0,,500.0,-0.500790942158165,0.4969824912908654,0.03907521850590019,19.537609252950094,0.99956,core-no-periphery
pl_dmin3,2.5,3.0,,1000.0,-0.4736401679095013,0.49895587825341714,0.04190412750806323,41.90412750806323,0.9997400000000001,core-no-periphery
pl_dmin3,2.5,3.0,,3000.0,-0.4371356791598573,0.49958917685982485,0.053233500712480286,159.70050213744085,0.9999199999999999,core-no-periphery
pl_dmin3,2.5,3.0,,10000.0,-0.40845801051774155,0.4998260826891313,0.05392314003810064,539.2314003810064,0.9999800000000001,core-no-periphery
pl_dmin3,2.5,3.0,,30000.0,-0.3610259975784383,0.49994492167436877,0.06861186389933366,2058.3559169800096,0.9999939999999998,core-no-periphery
pl_dmin3,2.5,3.0,,100000.0,-0.32829559709405565,0.4999839786990637,0.07450459246476672,7450.459246476672,0.9999982,core-no-periphery
pl_dmin3,3.0,3.0,,100.0,-0.6646772634565662,0.48676679167765224,0.04968441104501631,4.968441104501631,0.9958000000000001,core-no-periphery
pl_dmin3,3.0,3.0,,200.0,-0.521438165630682,0.49373102112127826,0.04156751178431769,8.313502356863538,0.9986,core-no-periphery
pl_dmin3,3.0,3.0,,500.0,-0.5161015738097258,0.49590242501611037,0.028205359646587262,14.10267982329363,0.99936,core-no-periphery
pl_dmin3,3.0,3.0,,1000.0,-0.5595324494094068,0.49892706990792696,0.017623714821678692,17.623714821678693,0.9997800000000001,core-no-periphery
pl_dmin3,3.0,3.0,,3000.0,-0.5397187265025575,0.4994786312340381,0.020621377454908777,61.86413236472633,0.99994,core-no-periphery
pl_dmin3,3.0,3.0,,10000.0,-0.507352237806802,0.49985635047282917,0.031800113486197684,318.0011348619768,0.999964,core-no-periphery
pl_dmin3,3.0,3.0,,30000.0,-0.4999396573396625,0.49994734490406517,0.03242418938947158,972.7256816841474,0.9999886666666665,core-no-periphery
pl_dmin3,3.0,3.0,,100000.0,-0.46893396341478194,0.4999829461358496,0.041116457472155546,4111.645747215554,0.9999968,core-no-periphery
planted_dmin1_mu0.05,2.1,1.0,0.05,100.0,-2.501517974567081,0.3618270969522105,0.06012975131033605,6.012975131033605,0.23736953205524636,modular
planted_dmin1_mu0.05,2.1,1.0,0.05,200.0,-2.790659955219789,0.42065226877465944,0.029922702416838254,5.984540483367651,0.2552014963032254,modular
planted_dmin1_mu0.05,2.1,1.0,0.05,500.0,-2.1054807915309173,0.39554714888159864,0.047541652930738455,23.77082646536923,0.25485064389707074,modular
planted_dmin1_mu0.05,2.1,1.0,0.05,1000.0,-2.037456450139184,0.42024989210734176,0.04687252115089301,46.87252115089301,0.254551811477339,modular
planted_dmin1_mu0.05,2.1,1.0,0.05,3000.0,-0.9030462607473174,0.41179218145075275,0.10143530210528634,304.30590631585903,0.2551062117584549,modular
planted_dmin1_mu0.05,2.1,1.0,0.05,10000.0,0.43575579404200937,0.22572638374555748,0.13659449153605954,1365.9449153605954,0.2560923490593752,peripheral
planted_dmin1_mu0.05,2.5,1.0,0.05,100.0,-2.716439920256925,0.36213274964314557,0.08405986182412752,8.405986182412752,0.07831811997526283,modular
planted_dmin1_mu0.05,2.5,1.0,0.05,200.0,-3.292718922331601,0.36494463314971937,0.05170199444443181,10.340398888886362,0.09932370309219277,modular
planted_dmin1_mu0.05,2.5,1.0,0.05,500.0,-3.7551519693713122,0.41371095160362004,0.02366942816527251,11.834714082636255,0.10349937578286018,modular
planted_dmin1_mu0.05,2.5,1.0,0.05,1000.0,-3.248362267995448,0.4026391293302975,0.023066975258956533,23.066975258956532,0.1056081671861477,modular
planted_dmin1_mu0.05,2.5,1.0,0.05,3000.0,-1.482314506617867,0.3581087049163557,0.03722292985033654,111.66878955100962,0.10280171565378592,modular
planted_dmin1_mu0.05,2.5,1.0,0.05,10000.0,0.4021139564673901,0.13813581624177115,0.06864064648484931,686.4064648484931,0.10410618724020032,peripheral
planted_dmin1_mu0.05,3.0,1.0,0.05,100.0,-1.7794746572169404,0.31411309091507045,0.1823252305983206,18.232523059832058,0.013738239538239539,modular
planted_dmin1_mu0.05,3.0,1.0,0.05,200.0,-2.938907185668895,0.32755937407195357,0.11876613620596439,23.753227241192878,0.011093317363832012,modular
planted_dmin1_mu0.05,3.0,1.0,0.05,500.0,-3.5385305684276407,0.3673025521772281,0.07551085822771336,37.75542911385668,0.011394545402099245,modular
planted_dmin1_mu0.05,3.0,1.0,0.05,1000.0,-4.127227456423185,0.36424350095270547,0.046286309491399565,46.286309491399564,0.010824729451476197,modular
planted_dmin1_mu0.05,3.0,1.0,0.05,3000.0,-4.997239110610199,0.35226567804893993,0.017563663752545488,52.69099125763646,0.010249585349111422,modular
planted_dmin1_mu0.05,3.0,1.0,0.05,10000.0,-5.3558350749860315,0.3722768591899148,0.007122604606230269,71.2260460623027,0.010507747491034876,modular
planted_dmin1_mu0.1,2.1,1.0,0.1,100.0,-1.770281883386484,0.3164179847761561,0.079490946607989,7.9490946607989,0.24007936507936503,modular
planted_dmin1_mu0.1,2.1,1.0,0.1,200.0,-1.626118263344449,0.3531661291529051,0.06659729705394413,13.319459410788825,0.2523545314699658,modular
planted_dmin1_mu0.1,2.1,1.0,0.1,500.0,-0.4263243880392322,0.2575193330407191,0.09451807840280742,47.25903920140371,0.2531695571446561,modular
planted_dmin1_mu0.1,2.1,1.0,0.1,1000.0,-0.1010086821793971,0.26566310905886587,0.12268961067783762,122.68961067783762,0.25857131637007724,modular
planted_dmin1_mu0.1,2.1,1.0,0.1,3000.0,1.1455286158305438,0.022128883550620603,0.15742943756663777,472.2883126999133,0.2540629963937194,peripheral
